student_id,registration_number,name,semester,course,attendance_percentage,previous_cgpa,study_hours_per_day,assignments_completed,extracurricular_activities,performance_category,Do I have any backlogs?
"STU0223","231FA04223","Jahnavi Dasari",4,"B.Tech Information Technology",69.53,8.48,1.7,55,5,"Needs Improvement","Yes"
"STU0224","231FA04224","Karthik Dasari",5,"B.Tech Information Technology",82.18,4.85,2.7,91,1,"Needs Improvement","Yes"
"STU0225","231FA04225","Kavitha Dasari",7,"B.Tech Information Technology",62.08,6.2,3.6,42,3,"Needs Improvement","Yes"
"STU0226","231FA04226","Keerthi Dasari",6,"B.Tech Information Technology",96.13,7.62,5.6,74,5,"Good","No"
"STU0227","231FA04227","Krishna Dasari",5,"B.Tech Information Technology",68.31,6.38,5.7,94,6,"Needs Improvement","Yes"
"STU0228","231FA04228","Lahari Dasari",5,"B.Tech AI & Data Science",88.36,5.42,1.2,60,8,"Needs Improvement","Yes"
"STU0229","231FA04229","Madhuri Dasari",7,"B.Tech Information Technology",97.68,7.84,4.5,49,6,"Good","No"
"STU0230","231FA04230","Manasa Dasari",2,"B.Tech AI & Data Science",86.25,8.47,3.9,77,7,"Good","No"
"STU0231","231FA04231","Monika Dasari",8,"B.Tech Information Technology",95.06,7.29,2.9,99,3,"Average","No"
"STU0232","231FA04232","Navya Dasari",6,"B.Tech Computer Science",79.78,5.73,6,61,4,"Needs Improvement","Yes"
"STU0233","231FA04233","Neha Dasari",5,"B.Tech Computer Science",66.62,8.67,8.3,63,5,"Needs Improvement","Yes"
"STU0234","231FA04234","Nikhil Dasari",6,"B.Tech AI & Data Science",86.79,6.31,8.7,58,4,"Average","Yes"
"STU0235","231FA04235","Nithin Dasari",8,"B.Tech Information Technology",65.59,7.44,4.7,79,3,"Needs Improvement","No"
"STU0236","231FA04236","Pavani Dasari",1,"B.Tech Information Technology",66.02,9.11,1.9,39,5,"Needs Improvement","Yes"
"STU0237","231FA04237","Pranavi Dasari",2,"B.Tech AI & Data Science",59.1,8.66,4.7,45,3,"Needs Improvement","Yes"
"STU0238","231FA04238","Rahul Dasari",7,"B.Tech AI & Data Science",88.63,5.06,1.6,66,2,"Needs Improvement","Yes"
"STU0239","231FA04239","Rohit Dasari",2,"B.Tech AI & Data Science",65.9,5.39,3.6,90,5,"Needs Improvement","Yes"
"STU0240","231FA04240","Sai Dasari",7,"B.Tech AI & Data Science",80.43,6,5.6,84,4,"Average","No"
"STU0241","231FA04241","Sanjana Dasari",4,"B.Tech Computer Science",69.62,8.7,6.4,94,5,"Needs Improvement","No"
"STU0242","231FA04242","Sharvani Dasari",4,"B.Tech Information Technology",69.77,8.71,6.4,96,1,"Needs Improvement","No"
"STU0243","231FA04243","Sneha Dasari",2,"B.Tech Computer Science",56.65,4.99,8.2,90,4,"Needs Improvement","Yes"
"STU0244","231FA04244","Sowmya Dasari",7,"B.Tech Information Technology",84.89,5.56,7.6,54,4,"Needs Improvement","Yes"
"STU0245","231FA04245","Sreeja Dasari",3,"B.Tech Computer Science",86.27,5.81,6.8,45,7,"Needs Improvement","Yes"
"STU0246","231FA04246","Tejas Dasari",5,"B.Tech AI & Data Science",84.36,9.83,7.3,73,3,"Good","No"
"STU0247","231FA04247","Varshitha Dasari",5,"B.Tech Computer Science",67.27,4.94,4.8,55,8,"Needs Improvement","Yes"
"STU0248","231FA04248","Vikram Dasari",8,"B.Tech Information Technology",96.67,9.9,5,37,3,"Good","No"
"STU0249","231FA04249","Yash Dasari",4,"B.Tech AI & Data Science",90.97,9.6,8.4,88,6,"Excellent","No"
"STU0250","231FA04250","Yamini Dasari",8,"B.Tech Computer Science",79.58,6.03,5.1,91,3,"Average","No"
"STU0251","231FA04251","Aadhya Geddam",7,"B.Tech AI & Data Science",63.18,8.17,4.5,91,0,"Needs Improvement","No"
"STU0252","231FA04252","Aarav Geddam",8,"B.Tech Information Technology",57.78,7.11,4.1,85,5,"Needs Improvement","No"
"STU0253","231FA04253","Aarohi Geddam",1,"B.Tech AI & Data Science",83.25,5,2.2,74,1,"Needs Improvement","Yes"
"STU0254","231FA04254","Abhinav Geddam",8,"B.Tech Information Technology",75.31,7.55,1.4,95,5,"Average","No"
"STU0255","231FA04255","Aditya Geddam",8,"B.Tech Information Technology",95.03,6.67,3.1,89,3,"Average","No"
"STU0256","231FA04256","Akanksha Geddam",4,"B.Tech AI & Data Science",88.85,8.69,5.9,87,1,"Good","No"
"STU0257","231FA04257","Akhil Geddam",5,"B.Tech Information Technology",79.64,8.93,8.8,95,6,"Good","No"
"STU0258","231FA04258","Akshara Geddam",3,"B.Tech AI & Data Science",79.2,6.98,8.2,84,6,"Average","No"
"STU0259","231FA04259","Ananya Geddam",6,"B.Tech Information Technology",90.62,5.82,5.2,83,7,"Needs Improvement","Yes"
"STU0260","231FA04260","Anish Geddam",1,"B.Tech Computer Science",91.22,8.8,2,94,8,"Excellent","No"
"STU0261","231FA04261","Anjali Geddam",6,"B.Tech Information Technology",88.55,7.45,4.2,67,8,"Good","No"
"STU0262","231FA04262","Ankita Geddam",7,"B.Tech Information Technology",87.07,5.5,6.5,82,1,"Needs Improvement","No"
"STU0263","231FA04263","Arjun Geddam",2,"B.Tech Information Technology",81.88,5.5,6.3,75,0,"Needs Improvement","Yes"
"STU0264","231FA04264","Bhavya Geddam",6,"B.Tech Computer Science",83.46,7.81,4.6,92,2,"Good","No"
"STU0265","231FA04265","Charan Geddam",6,"B.Tech AI & Data Science",81.25,4.81,6.5,44,1,"Needs Improvement","Yes"
"STU0266","231FA04266","Deepika Geddam",6,"B.Tech Information Technology",68.06,8.34,7.3,98,0,"Needs Improvement","No"
"STU0267","231FA04267","Divya Geddam",4,"B.Tech AI & Data Science",57.68,7.65,6.9,79,3,"Needs Improvement","No"
"STU0268","231FA04268","Gautham Geddam",5,"B.Tech AI & Data Science",94.13,8.32,8.3,48,2,"Good","No"
"STU0269","231FA04269","Harini Geddam",2,"B.Tech AI & Data Science",63.41,8.84,1.8,74,4,"Needs Improvement","Yes"
"STU0270","231FA04270","Harsha Geddam",2,"B.Tech Computer Science",73.55,8.44,1.5,42,0,"Average","Yes"
"STU0271","231FA04271","Hema Geddam",4,"B.Tech Information Technology",80.11,8.64,2.8,78,8,"Good","No"
"STU0272","231FA04272","Ishaan Geddam",1,"B.Tech Information Technology",77.55,7.05,1.7,47,6,"Average","Yes"
"STU0273","231FA04273","Jahnavi Geddam",2,"B.Tech AI & Data Science",71.23,5.7,8.8,54,7,"Needs Improvement","Yes"
"STU0274","231FA04274","Karthik Geddam",8,"B.Tech AI & Data Science",77.81,7.4,1.3,81,3,"Average","No"
"STU0275","231FA04275","Kavitha Geddam",6,"B.Tech Information Technology",65.69,9.12,8.3,96,8,"Needs Improvement","No"
"STU0276","231FA04276","Keerthi Geddam",3,"B.Tech Information Technology",55.74,5.31,8.9,90,2,"Needs Improvement","Yes"
"STU0277","231FA04277","Krishna Geddam",1,"B.Tech Computer Science",83.43,6.05,4.4,66,5,"Average","No"
"STU0278","231FA04278","Lahari Geddam",3,"B.Tech Computer Science",66.55,7.34,6.2,68,4,"Needs Improvement","No"
"STU0279","231FA04279","Madhuri Geddam",4,"B.Tech AI & Data Science",80.92,9.05,1.4,89,0,"Good","No"
"STU0280","231FA04280","Manasa Geddam",7,"B.Tech Computer Science",88.05,9.79,3.3,77,1,"Good","No"
"STU0281","231FA04281","Monika Geddam",7,"B.Tech AI & Data Science",59.55,9.81,5.1,36,1,"Needs Improvement","Yes"
"STU0282","231FA04282","Navya Geddam",1,"B.Tech Information Technology",57.1,5.63,5.3,76,4,"Needs Improvement","Yes"
"STU0283","231FA04283","Neha Geddam",8,"B.Tech AI & Data Science",91.85,8.06,6.3,77,2,"Good","No"
"STU0284","231FA04284","Nikhil Geddam",1,"B.Tech Information Technology",65.54,9.43,7.7,95,5,"Needs Improvement","No"
"STU0285","231FA04285","Nithin Geddam",3,"B.Tech Information Technology",68.82,9.79,1.2,82,8,"Needs Improvement","Yes"
"STU0286","231FA04286","Pavani Geddam",6,"B.Tech Computer Science",67.95,7.75,6.6,57,5,"Needs Improvement","Yes"
"STU0287","231FA04287","Pranavi Geddam",7,"B.Tech AI & Data Science",64.4,5.47,2.6,39,8,"Needs Improvement","Yes"
"STU0288","231FA04288","Rahul Geddam",3,"B.Tech Information Technology",63.42,8.76,6.4,97,6,"Needs Improvement","No"
"STU0289","231FA04289","Rohit Geddam",1,"B.Tech AI & Data Science",58.88,8.29,5.6,71,5,"Needs Improvement","No"
"STU0290","231FA04290","Sai Geddam",7,"B.Tech Information Technology",69.02,5.39,6.5,81,8,"Needs Improvement","Yes"
"STU0291","231FA04291","Sanjana Geddam",7,"B.Tech AI & Data Science",62.72,9.87,1.2,91,5,"Needs Improvement","Yes"
"STU0292","231FA04292","Sharvani Geddam",2,"B.Tech AI & Data Science",84.06,6.84,4.3,78,7,"Average","No"
"STU0293","231FA04293","Sneha Geddam",3,"B.Tech Computer Science",82.15,7.74,2.5,52,5,"Good","Yes"
"STU0294","231FA04294","Sowmya Geddam",8,"B.Tech Computer Science",83.97,7.94,6,69,3,"Good","No"
"STU0295","231FA04295","Sreeja Geddam",7,"B.Tech Information Technology",58.27,9.42,5.6,55,8,"Needs Improvement","Yes"
"STU0296","231FA04296","Tejas Geddam",5,"B.Tech Computer Science",67.96,6.79,1.7,45,7,"Needs Improvement","Yes"
"STU0297","231FA04297","Varshitha Geddam",7,"B.Tech AI & Data Science",69.32,6.32,7.9,100,1,"Needs Improvement","Yes"
"STU0298","231FA04298","Vikram Geddam",6,"B.Tech Computer Science",65.39,9.03,8.6,72,3,"Needs Improvement","No"
"STU0299","231FA04299","Yash Geddam",6,"B.Tech Computer Science",59.11,9.73,3.6,46,4,"Needs Improvement","Yes"
"STU0300","231FA04300","Yamini Geddam",2,"B.Tech Information Technology",93.06,7.81,4.9,82,2,"Good","No"
"STU0301","231FA04301","Aadhya Gowda",8,"B.Tech Information Technology",65.49,9.39,2.3,36,8,"Needs Improvement","Yes"
"STU0302","231FA04302","Aarav Gowda",3,"B.Tech AI & Data Science",74.42,9.31,2,72,1,"Average","Yes"
"STU0303","231FA04303","Aarohi Gowda",7,"B.Tech Information Technology",93.55,8.3,7.3,71,5,"Good","No"
"STU0304","231FA04304","Abhinav Gowda",6,"B.Tech Information Technology",70.52,7.28,6.2,41,3,"Average","Yes"
"STU0305","231FA04305","Aditya Gowda",4,"B.Tech Information Technology",89.14,8.42,6,37,7,"Good","No"
"STU0306","231FA04306","Akanksha Gowda",7,"B.Tech Information Technology",76.81,8.81,4.9,57,8,"Average","No"
"STU0307","231FA04307","Akhil Gowda",7,"B.Tech AI & Data Science",97.47,9.7,4.1,76,1,"Good","No"
"STU0308","231FA04308","Akshara Gowda",6,"B.Tech Computer Science",78.65,6.59,8.4,88,3,"Average","No"
"STU0309","231FA04309","Ananya Gowda",4,"B.Tech AI & Data Science",96.47,9.61,5,60,8,"Good","No"
"STU0310","231FA04310","Anish Gowda",3,"B.Tech Computer Science",74.61,8.75,3.4,83,1,"Average","No"
"STU0311","231FA04311","Anjali Gowda",5,"B.Tech Computer Science",97.56,8.3,5.4,63,2,"Good","No"
"STU0312","231FA04312","Ankita Gowda",7,"B.Tech AI & Data Science",87.19,6.25,7.8,64,1,"Average","Yes"
"STU0313","231FA04313","Arjun Gowda",3,"B.Tech Computer Science",89.09,6.59,3.1,94,0,"Average","No"
"STU0314","231FA04314","Bhavya Gowda",4,"B.Tech AI & Data Science",64.29,8.16,6.4,61,8,"Needs Improvement","Yes"
"STU0315","231FA04315","Charan Gowda",2,"B.Tech AI & Data Science",84.45,7.71,1.9,47,2,"Good","Yes"
"STU0316","231FA04316","Deepika Gowda",5,"B.Tech Information Technology",74.49,8.13,5,61,3,"Average","Yes"
"STU0317","231FA04317","Divya Gowda",2,"B.Tech Information Technology",62.19,9.77,3.3,57,3,"Needs Improvement","Yes"
"STU0318","231FA04318","Gautham Gowda",4,"B.Tech AI & Data Science",97.94,9.59,5.5,45,7,"Good","No"
"STU0319","231FA04319","Harini Gowda",3,"B.Tech Computer Science",58.29,8.73,3,92,7,"Needs Improvement","No"
"STU0320","231FA04320","Harsha Gowda",3,"B.Tech AI & Data Science",64.43,7.13,6.6,80,6,"Needs Improvement","No"
"STU0321","231FA04321","Hema Gowda",6,"B.Tech Information Technology",98.57,7.02,8.7,48,6,"Average","No"
"STU0322","231FA04322","Ishaan Gowda",8,"B.Tech Computer Science",77.65,5.55,6.2,71,0,"Needs Improvement","No"
"STU0323","231FA04323","Jahnavi Gowda",7,"B.Tech Information Technology",70.69,4.98,8.6,73,0,"Needs Improvement","Yes"
"STU0324","231FA04324","Karthik Gowda",5,"B.Tech Computer Science",71.1,5.5,4.4,54,3,"Needs Improvement","Yes"
"STU0325","231FA04325","Kavitha Gowda",5,"B.Tech AI & Data Science",71.19,5.69,2.5,50,0,"Needs Improvement","Yes"
"STU0326","231FA04326","Keerthi Gowda",3,"B.Tech Computer Science",71.32,5.06,1.9,54,5,"Needs Improvement","Yes"
"STU0327","231FA04327","Krishna Gowda",5,"B.Tech Computer Science",71.36,7.31,6.7,36,6,"Average","Yes"
"STU0328","231FA04328","Lahari Gowda",3,"B.Tech Information Technology",87.29,7.84,4.6,58,4,"Good","No"
"STU0329","231FA04329","Madhuri Gowda",1,"B.Tech Computer Science",84.86,9.21,8.4,79,7,"Good","No"
"STU0330","231FA04330","Manasa Gowda",5,"B.Tech Information Technology",95.04,7.46,4.7,94,3,"Good","No"
"STU0331","231FA04331","Monika Gowda",1,"B.Tech Computer Science",62.97,6.16,4.6,37,4,"Needs Improvement","Yes"
"STU0332","231FA04332","Navya Gowda",7,"B.Tech AI & Data Science",80.3,7.77,2.1,100,1,"Good","No"
"STU0333","231FA04333","Neha Gowda",2,"B.Tech Information Technology",67.04,7.74,1.9,41,8,"Needs Improvement","Yes"
"STU0334","231FA04334","Nikhil Gowda",1,"B.Tech AI & Data Science",94.56,5.79,2.4,61,7,"Needs Improvement","Yes"
"STU0335","231FA04335","Nithin Gowda",5,"B.Tech AI & Data Science",90.87,6.55,8.9,42,3,"Average","No"
"STU0336","231FA04336","Pavani Gowda",4,"B.Tech AI & Data Science",67.17,8.55,8.1,43,5,"Needs Improvement","Yes"
"STU0337","231FA04337","Pranavi Gowda",7,"B.Tech Computer Science",80.54,6.23,4.3,64,1,"Average","Yes"
"STU0338","231FA04338","Rahul Gowda",4,"B.Tech AI & Data Science",63.95,9.78,2.6,80,1,"Needs Improvement","Yes"
"STU0339","231FA04339","Rohit Gowda",8,"B.Tech AI & Data Science",90.93,9.69,5.7,73,7,"Good","No"
"STU0340","231FA04340","Sai Gowda",1,"B.Tech AI & Data Science",75.28,8.38,5.9,84,1,"Average","No"
"STU0341","231FA04341","Sanjana Gowda",8,"B.Tech AI & Data Science",81.7,4.99,2.2,78,7,"Needs Improvement","Yes"
"STU0342","231FA04342","Sharvani Gowda",1,"B.Tech AI & Data Science",95.96,8.58,7.8,88,6,"Good","No"
"STU0343","231FA04343","Sneha Gowda",5,"B.Tech Computer Science",69.59,9.27,2.9,87,1,"Needs Improvement","Yes"
"STU0344","231FA04344","Sowmya Gowda",4,"B.Tech Computer Science",79.65,5.13,4.6,53,4,"Needs Improvement","Yes"
"STU0345","231FA04345","Sreeja Gowda",8,"B.Tech AI & Data Science",87.46,8.71,6.2,91,3,"Good","No"
"STU0346","231FA04346","Tejas Gowda",8,"B.Tech Information Technology",85.68,7.85,2.2,85,1,"Good","No"
"STU0347","231FA04347","Varshitha Gowda",8,"B.Tech AI & Data Science",73.96,9.75,7.8,41,1,"Average","Yes"
"STU0348","231FA04348","Vikram Gowda",5,"B.Tech Information Technology",85.31,5.03,8.3,41,4,"Needs Improvement","Yes"
"STU0349","231FA04349","Yash Gowda",5,"B.Tech AI & Data Science",70.93,9.43,8.2,41,6,"Average","Yes"
"STU0350","231FA04350","Yamini Gowda",5,"B.Tech AI & Data Science",95.21,5.98,7.5,36,5,"Needs Improvement","Yes"
"STU0351","231FA04351","Aadhya Gupta",1,"B.Tech AI & Data Science",90.28,8.26,3.4,88,1,"Good","No"
"STU0352","231FA04352","Aarav Gupta",3,"B.Tech Information Technology",61.41,7.76,4.4,51,1,"Needs Improvement","Yes"
"STU0353","231FA04353","Aarohi Gupta",5,"B.Tech Computer Science",84.21,7.55,4.8,91,1,"Good","No"
"STU0354","231FA04354","Abhinav Gupta",2,"B.Tech Computer Science",55.13,4.9,4,37,0,"Needs Improvement","Yes"
"STU0355","231FA04355","Aditya Gupta",4,"B.Tech Information Technology",81.94,5.72,3.3,96,8,"Needs Improvement","Yes"
"STU0356","231FA04356","Akanksha Gupta",4,"B.Tech AI & Data Science",95.17,7.05,1.6,73,6,"Average","No"
"STU0357","231FA04357","Akhil Gupta",8,"B.Tech Computer Science",65.4,8.97,4,51,3,"Needs Improvement","Yes"
"STU0358","231FA04358","Akshara Gupta",3,"B.Tech AI & Data Science",62.52,7.53,8.9,77,8,"Needs Improvement","No"
"STU0359","231FA04359","Ananya Gupta",1,"B.Tech Information Technology",92.59,9.03,7.8,74,5,"Good","No"
"STU0360","231FA04360","Anish Gupta",4,"B.Tech Computer Science",84.87,9.79,4.3,40,4,"Good","No"
"STU0361","231FA04361","Anjali Gupta",1,"B.Tech Computer Science",60.01,5.49,6.5,70,3,"Needs Improvement","Yes"
"STU0362","231FA04362","Ankita Gupta",7,"B.Tech Information Technology",97.55,4.81,8.8,73,4,"Needs Improvement","No"
"STU0363","231FA04363","Arjun Gupta",1,"B.Tech Information Technology",75.82,5,4.9,38,8,"Needs Improvement","Yes"
"STU0364","231FA04364","Bhavya Gupta",5,"B.Tech AI & Data Science",70.43,6.7,8.1,36,2,"Average","Yes"
"STU0365","231FA04365","Charan Gupta",6,"B.Tech AI & Data Science",92.34,5.22,1.9,62,2,"Needs Improvement","Yes"
"STU0366","231FA04366","Deepika Gupta",5,"B.Tech AI & Data Science",78.35,7.03,8.4,75,7,"Average","No"
"STU0367","231FA04367","Divya Gupta",6,"B.Tech AI & Data Science",85.61,6.61,2.7,60,8,"Average","Yes"
"STU0368","231FA04368","Gautham Gupta",8,"B.Tech Information Technology",64.25,5.46,6.4,95,0,"Needs Improvement","Yes"
"STU0369","231FA04369","Harini Gupta",6,"B.Tech Computer Science",70.24,5.52,8.7,86,3,"Needs Improvement","Yes"
"STU0370","231FA04370","Harsha Gupta",4,"B.Tech Information Technology",98.33,6.88,2,71,1,"Average","No"
"STU0371","231FA04371","Hema Gupta",6,"B.Tech Computer Science",88.4,9.09,3.3,44,5,"Good","No"
"STU0372","231FA04372","Ishaan Gupta",5,"B.Tech Computer Science",74.46,9.57,4.5,83,3,"Average","No"
"STU0373","231FA04373","Jahnavi Gupta",3,"B.Tech Computer Science",78.91,9.1,6.8,53,7,"Good","No"
"STU0374","231FA04374","Karthik Gupta",8,"B.Tech Computer Science",98.54,5.88,7.4,47,1,"Needs Improvement","Yes"
"STU0375","231FA04375","Kavitha Gupta",7,"B.Tech Information Technology",75.9,8.36,7.9,94,6,"Average","No"
"STU0376","231FA04376","Keerthi Gupta",4,"B.Tech Computer Science",80.81,8.89,2.6,66,6,"Good","No"
"STU0377","231FA04377","Krishna Gupta",8,"B.Tech Computer Science",59.3,7.5,5.1,40,6,"Needs Improvement","Yes"
"STU0378","231FA04378","Lahari Gupta",7,"B.Tech Computer Science",77.98,9.81,6,92,7,"Average","No"
"STU0379","231FA04379","Madhuri Gupta",5,"B.Tech Computer Science",96.22,7.94,3.6,96,6,"Good","No"
"STU0380","231FA04380","Manasa Gupta",3,"B.Tech Information Technology",68.66,5.53,4.4,84,0,"Needs Improvement","Yes"
"STU0381","231FA04381","Monika Gupta",3,"B.Tech Computer Science",74.4,6.53,3.6,77,8,"Average","No"
"STU0382","231FA04382","Navya Gupta",6,"B.Tech Information Technology",77.11,9.89,4.9,92,6,"Average","No"
"STU0383","231FA04383","Neha Gupta",1,"B.Tech Information Technology",62.78,9.55,5.1,87,1,"Needs Improvement","No"
"STU0384","231FA04384","Nikhil Gupta",8,"B.Tech AI & Data Science",59.4,7.18,2.6,83,0,"Needs Improvement","Yes"
"STU0385","231FA04385","Nithin Gupta",1,"B.Tech Computer Science",89.05,6.58,8,82,3,"Average","No"
"STU0386","231FA04386","Pavani Gupta",6,"B.Tech Computer Science",67.86,7.67,6.2,66,7,"Needs Improvement","No"
"STU0387","231FA04387","Pranavi Gupta",2,"B.Tech Computer Science",56.97,5.78,1.4,92,5,"Needs Improvement","Yes"
"STU0388","231FA04388","Rahul Gupta",4,"B.Tech Computer Science",59.6,5.29,8.8,74,3,"Needs Improvement","Yes"
"STU0389","231FA04389","Rohit Gupta",8,"B.Tech AI & Data Science",95.88,5.22,4.8,59,3,"Needs Improvement","Yes"
"STU0390","231FA04390","Sai Gupta",3,"B.Tech AI & Data Science",98.6,8.01,7.1,49,0,"Good","No"
"STU0391","231FA04391","Sanjana Gupta",1,"B.Tech Information Technology",87.12,8.11,8.2,37,1,"Good","No"
"STU0392","231FA04392","Sharvani Gupta",8,"B.Tech Computer Science",75.26,5.96,2.9,83,0,"Needs Improvement","Yes"
"STU0393","231FA04393","Sneha Gupta",6,"B.Tech Computer Science",73.54,6.31,6.1,47,6,"Average","Yes"
"STU0394","231FA04394","Sowmya Gupta",3,"B.Tech Computer Science",67.84,6.76,5.5,43,7,"Needs Improvement","Yes"
"STU0395","231FA04395","Sreeja Gupta",6,"B.Tech Information Technology",61.37,7.64,4.1,99,2,"Needs Improvement","No"
"STU0396","231FA04396","Tejas Gupta",3,"B.Tech AI & Data Science",61.5,8.8,3.3,99,1,"Needs Improvement","No"
"STU0397","231FA04397","Varshitha Gupta",2,"B.Tech Computer Science",74.17,7.8,3.8,93,5,"Average","No"
"STU0398","231FA04398","Vikram Gupta",6,"B.Tech AI & Data Science",81.69,7.37,4.3,44,3,"Average","No"
"STU0399","231FA04399","Yash Gupta",1,"B.Tech Computer Science",74.18,5.76,2.1,83,1,"Needs Improvement","Yes"
"STU0400","231FA04400","Yamini Gupta",3,"B.Tech Information Technology",61.23,5.06,8.8,79,8,"Needs Improvement","Yes"
"STU0401","231FA04401","Aadhya Iyer",6,"B.Tech AI & Data Science",69.69,8.62,3.7,93,4,"Needs Improvement","No"
"STU0402","231FA04402","Aarav Iyer",5,"B.Tech Information Technology",70.05,8.52,5.9,44,2,"Average","Yes"
"STU0403","231FA04403","Aarohi Iyer",2,"B.Tech AI & Data Science",55.59,7.11,3.3,45,0,"Needs Improvement","Yes"
"STU0404","231FA04404","Abhinav Iyer",6,"B.Tech AI & Data Science",90.29,9.5,5.7,48,7,"Good","No"
"STU0405","231FA04405","Aditya Iyer",1,"B.Tech Information Technology",82.54,4.86,4.2,49,8,"Needs Improvement","Yes"
"STU0406","231FA04406","Akanksha Iyer",1,"B.Tech Computer Science",72.69,7.68,7.5,36,5,"Average","Yes"
"STU0407","231FA04407","Akhil Iyer",5,"B.Tech AI & Data Science",84.66,5.31,3.5,36,4,"Needs Improvement","Yes"
"STU0408","231FA04408","Akshara Iyer",7,"B.Tech Computer Science",79.42,8.83,7.8,40,1,"Good","No"
"STU0409","231FA04409","Ananya Iyer",4,"B.Tech Computer Science",62.24,5.81,6.4,43,1,"Needs Improvement","Yes"
"STU0410","231FA04410","Anish Iyer",4,"B.Tech Information Technology",89.99,6.74,4.7,98,8,"Average","No"
"STU0411","231FA04411","Anjali Iyer",4,"B.Tech Information Technology",65.1,8.03,3.9,93,3,"Needs Improvement","No"
"STU0412","231FA04412","Ankita Iyer",2,"B.Tech Computer Science",60.54,9.64,3.1,69,8,"Needs Improvement","No"
"STU0413","231FA04413","Arjun Iyer",7,"B.Tech Information Technology",78.63,9.48,2.5,86,2,"Good","No"
"STU0414","231FA04414","Bhavya Iyer",7,"B.Tech AI & Data Science",83.67,9.02,3.6,81,4,"Good","No"
"STU0415","231FA04415","Charan Iyer",3,"B.Tech AI & Data Science",77.74,7.22,5.6,82,7,"Average","No"
"STU0416","231FA04416","Deepika Iyer",2,"B.Tech AI & Data Science",72.55,7.02,6.9,41,8,"Average","Yes"
"STU0417","231FA04417","Divya Iyer",1,"B.Tech Computer Science",55.26,5.67,6.6,56,7,"Needs Improvement","Yes"
"STU0418","231FA04418","Gautham Iyer",7,"B.Tech AI & Data Science",69.52,4.98,4.5,51,5,"Needs Improvement","Yes"
"STU0419","231FA04419","Harini Iyer",4,"B.Tech Information Technology",58.49,6.17,2,43,4,"Needs Improvement","Yes"
"STU0420","231FA04420","Harsha Iyer",4,"B.Tech Information Technology",95.13,9.06,3.1,58,1,"Good","No"
"STU0421","231FA04421","Hema Iyer",3,"B.Tech Information Technology",85.18,7.97,5.6,36,0,"Good","No"
"STU0422","231FA04422","Ishaan Iyer",2,"B.Tech Computer Science",96.28,9.4,4.9,45,5,"Good","No"
"STU0423","231FA04423","Jahnavi Iyer",1,"B.Tech Information Technology",78.21,7.6,7.8,38,4,"Good","No"
"STU0424","231FA04424","Karthik Iyer",5,"B.Tech Information Technology",78.74,6.73,4.1,82,7,"Average","No"
"STU0425","231FA04425","Kavitha Iyer",2,"B.Tech Computer Science",96.84,6.18,8.9,42,6,"Average","Yes"
"STU0426","231FA04426","Keerthi Iyer",7,"B.Tech Information Technology",58.63,8.48,5.5,67,6,"Needs Improvement","No"
"STU0427","231FA04427","Krishna Iyer",8,"B.Tech Computer Science",73.76,6.65,7.6,45,3,"Average","Yes"
"STU0428","231FA04428","Lahari Iyer",3,"B.Tech Information Technology",82.75,9.87,5.7,71,3,"Good","No"
"STU0429","231FA04429","Madhuri Iyer",1,"B.Tech AI & Data Science",59.84,6.93,3.9,90,2,"Needs Improvement","No"
"STU0430","231FA04430","Manasa Iyer",3,"B.Tech Information Technology",61.08,6.2,2.8,94,1,"Needs Improvement","Yes"
"STU0431","231FA04431","Monika Iyer",5,"B.Tech Information Technology",89.77,6.88,3.4,73,1,"Average","No"
"STU0432","231FA04432","Navya Iyer",2,"B.Tech Information Technology",85.76,6.49,7,54,1,"Average","Yes"
"STU0433","231FA04433","Neha Iyer",8,"B.Tech Computer Science",59.44,9.15,5.6,47,5,"Needs Improvement","Yes"
"STU0434","231FA04434","Nikhil Iyer",7,"B.Tech Information Technology",57.26,6.88,3,74,6,"Needs Improvement","No"
"STU0435","231FA04435","Nithin Iyer",6,"B.Tech Information Technology",68.79,7.43,1.3,38,7,"Needs Improvement","Yes"
"STU0436","231FA04436","Pavani Iyer",8,"B.Tech Information Technology",64.86,7.34,7.3,86,8,"Needs Improvement","No"
"STU0437","231FA04437","Pranavi Iyer",1,"B.Tech Information Technology",83.08,6.86,1.1,64,8,"Average","Yes"
"STU0438","231FA04438","Rahul Iyer",2,"B.Tech Information Technology",91.64,5.52,8.8,93,5,"Needs Improvement","No"
"STU0439","231FA04439","Rohit Iyer",5,"B.Tech Information Technology",74.37,8.53,6,35,0,"Average","Yes"
"STU0440","231FA04440","Sai Iyer",5,"B.Tech AI & Data Science",85.73,5.96,8.8,47,6,"Needs Improvement","Yes"
"STU0441","231FA04441","Sanjana Iyer",6,"B.Tech Computer Science",90.02,6.17,2.3,59,1,"Average","Yes"
"STU0442","231FA04442","Sharvani Iyer",4,"B.Tech Information Technology",97.73,6.32,7,82,4,"Average","No"
"STU0443","231FA04443","Sneha Iyer",1,"B.Tech Information Technology",57.16,6.01,6.3,48,5,"Needs Improvement","Yes"
"STU0444","231FA04444","Sowmya Iyer",8,"B.Tech Computer Science",85.91,9.56,7.9,99,4,"Good","No"
"STU0445","231FA04445","Sreeja Iyer",7,"B.Tech Computer Science",83.44,5.42,6.2,51,0,"Needs Improvement","Yes"
"STU0446","231FA04446","Tejas Iyer",2,"B.Tech Information Technology",75.51,5.62,3.3,67,3,"Needs Improvement","Yes"
